Ensembl transcript,StringDB
ENST00000252486,ENSP00000252486
ENST00000448525,ENSP00000410907
ENST00000270815,ENSP00000425166
ENST00000331434,ENSP00000330361
ENST00000357606,ENSP00000350223
ENST00000446597,ENSP00000388756
ENST00000272444,ENSP00000272444
ENST00000244426,ENSP00000244426
ENST00000413936,ENSP00000390218
ENST00000561650,ENSP00000454234
ENST00000421184,ENSP00000397313
ENST00000417353,ENSP00000407207
ENST00000497910,ENSP00000419549
ENST00000463087,ENSP00000432870
ENST00000334126,ENSP00000334379
ENST00000324989,ENSP00000321606
ENST00000618456,ENSP00000478630
ENST00000307746,ENSP00000303550
ENST00000334651,ENSP00000334113
ENST00000433418,ENSP00000403647
ENST00000643031,ENSP00000495450
ENST00000409156,ENSP00000386470
ENST00000374112,ENSP00000363226
ENST00000293925,ENSP00000293925
ENST00000617928,ENSP00000481038
ENST00000568196,ENSP00000457805
ENST00000621143,ENSP00000483747
ENST00000216254,ENSP00000216254
ENST00000338482,ENSP00000341206
ENST00000394549,ENSP00000378053
ENST00000217423,ENSP00000217423
ENST00000353247,ENSP00000344132
ENST00000354989,ENSP00000347084
ENST00000442039,ENSP00000413100
ENST00000429260,ENSP00000395281
ENST00000303927,ENSP00000307292
ENST00000404885,ENSP00000385463
ENST00000392257,ENSP00000376086
ENST00000434704,ENSP00000389870
ENST00000370812,ENSP00000359848
ENST00000501036,ENSP00000440491
ENST00000612800,ENSP00000479860
ENST00000645320,ENSP00000495360
ENST00000271324,ENSP00000271324
ENST00000307367,ENSP00000304257
ENST00000610365,ENSP00000478779
ENST00000451029,ENSP00000411234
ENST00000461503,ENSP00000487112
ENST00000449653,ENSP00000416778
ENST00000427587,ENSP00000398502
ENST00000313663,ENSP00000323339
ENST00000194118,ENSP00000194118
ENST00000439709,ENSP00000412073
ENST00000396212,ENSP00000379515
ENST00000672091,ENSP00000499947
ENST00000511577,ENSP00000422423
ENST00000539698,ENSP00000441204
ENST00000647390,ENSP00000493533
ENST00000512123,ENSP00000422834
ENST00000530438,ENSP00000436802
ENST00000340533,ENSP00000341625
ENST00000446820,ENSP00000392545
ENST00000266581,ENSP00000266581
ENST00000397817,ENSP00000380918
ENST00000301573,ENSP00000301573
ENST00000367964,ENSP00000356941
ENST00000636712,ENSP00000490054
ENST00000371088,ENSP00000360129
ENST00000576776,ENSP00000460827
ENST00000457155,ENSP00000402640
ENST00000442196,ENSP00000403400
ENST00000378827,ENSP00000368104
ENST00000331889,ENSP00000329376
ENST00000619881,ENSP00000480144
ENST00000369478,ENSP00000358490
ENST00000325366,ENSP00000326879
ENST00000394806,ENSP00000378285
ENST00000304623,ENSP00000307134
ENST00000569418,ENSP00000457576
ENST00000313221,ENSP00000321927
ENST00000341511,ENSP00000344155
ENST00000396183,ENSP00000379486
ENST00000237654,ENSP00000237654
ENST00000556005,ENSP00000452143
ENST00000376265,ENSP00000365441
ENST00000613122,ENSP00000484525
ENST00000225296,ENSP00000225296
ENST00000503432,ENSP00000426835
ENST00000303097,ENSP00000306225
ENST00000530726,ENSP00000432385
ENST00000354273,ENSP00000346223
ENST00000405925,ENSP00000385955
ENST00000264645,ENSP00000264645
ENST00000577353,ENSP00000462016
ENST00000564326,ENSP00000454515
ENST00000317287,ENSP00000317500
ENST00000266984,ENSP00000266984
ENST00000450969,ENSP00000409302
ENST00000315997,ENSP00000324672
ENST00000461828,ENSP00000418183
ENST00000475298,ENSP00000417343
ENST00000607772,ENSP00000475915
ENST00000525943,ENSP00000490224
ENST00000355432,ENSP00000347606
ENST00000396533,ENSP00000379784
ENST00000525825,ENSP00000434779
ENST00000581527,ENSP00000463864
ENST00000295926,ENSP00000295926
ENST00000530401,ENSP00000433781
ENST00000533164,ENSP00000434085
ENST00000395422,ENSP00000378812
ENST00000455112,ENSP00000391550
ENST00000339788,ENSP00000345508
ENST00000426717,ENSP00000393049
ENST00000354785,ENSP00000346839
ENST00000264433,ENSP00000264433
ENST00000326152,ENSP00000316786
ENST00000625359,ENSP00000486912
ENST00000550402,ENSP00000449716
ENST00000616540,ENSP00000482437
ENST00000326165,ENSP00000327075
ENST00000382809,ENSP00000372259
ENST00000429593,ENSP00000416684
ENST00000406434,ENSP00000384771
ENST00000238856,ENSP00000238856
ENST00000397890,ENSP00000380987
ENST00000397420,ENSP00000380565
ENST00000456390,ENSP00000403550
ENST00000452085,ENSP00000404049
ENST00000651931,ENSP00000498766
ENST00000398285,ENSP00000381333
ENST00000636692,ENSP00000489989
ENST00000504652,ENSP00000421724
ENST00000613280,ENSP00000482106
ENST00000446176,ENSP00000413625
ENST00000441606,ENSP00000413137
ENST00000321949,ENSP00000323332
ENST00000458008,ENSP00000389710
ENST00000485477,ENSP00000420237
ENST00000376251,ENSP00000365427
ENST00000642885,ENSP00000496632
ENST00000373115,ENSP00000362207
ENST00000412135,ENSP00000412903
ENST00000400079,ENSP00000382951
ENST00000330368,ENSP00000333037
ENST00000628303,ENSP00000487034
ENST00000536635,ENSP00000442279
ENST00000614739,ENSP00000477930
ENST00000349499,ENSP00000290332
ENST00000309950,ENSP00000309538
ENST00000370927,ENSP00000359965
ENST00000398568,ENSP00000381574
ENST00000396593,ENSP00000379838
ENST00000509337,ENSP00000426245
ENST00000528484,ENSP00000437079
ENST00000642426,ENSP00000495719
ENST00000380839,ENSP00000370219
ENST00000306729,ENSP00000306625
ENST00000335891,ENSP00000338857
ENST00000310256,ENSP00000312458
ENST00000538967,ENSP00000438215
ENST00000648405,ENSP00000497102
ENST00000314537,ENSP00000326060
ENST00000439140,ENSP00000409937
ENST00000649813,ENSP00000497926
ENST00000471138,ENSP00000420780
ENST00000586615,ENSP00000468207
ENST00000399180,ENSP00000382133
ENST00000359671,ENSP00000352696
ENST00000360031,ENSP00000353131
ENST00000368432,ENSP00000357417
ENST00000527706,ENSP00000434335
ENST00000260682,ENSP00000260682
ENST00000369076,ENSP00000358072
ENST00000559878,ENSP00000453149
ENST00000354675,ENSP00000346702
ENST00000340923,ENSP00000342212
ENST00000311469,ENSP00000310873
ENST00000441576,ENSP00000410623
ENST00000320560,ENSP00000320087
ENST00000526568,ENSP00000434250
ENST00000359755,ENSP00000352794
ENST00000557185,ENSP00000451882
ENST00000355591,ENSP00000347799
ENST00000556609,ENSP00000452335
ENST00000542968,ENSP00000442172
ENST00000632468,ENSP00000487886
ENST00000425752,ENSP00000391417
ENST00000236980,ENSP00000236980
ENST00000614294,ENSP00000478406
ENST00000324109,ENSP00000315659
ENST00000418121,ENSP00000399370
ENST00000370630,ENSP00000359664
ENST00000402629,ENSP00000386094
ENST00000362072,ENSP00000354859
ENST00000544992,ENSP00000441237
ENST00000513180,ENSP00000426776
ENST00000376108,ENSP00000365276
ENST00000593726,ENSP00000469686
ENST00000381529,ENSP00000370940
ENST00000320954,ENSP00000323696
ENST00000421388,ENSP00000401089
ENST00000381980,ENSP00000371408
ENST00000302351,ENSP00000306356
ENST00000322374,ENSP00000315720
ENST00000404795,ENSP00000383909
ENST00000392358,ENSP00000376167
ENST00000405913,ENSP00000383930
ENST00000441801,ENSP00000416387
ENST00000288532,ENSP00000288532
ENST00000379500,ENSP00000368814
ENST00000295297,ENSP00000295297
ENST00000611438,ENSP00000480644
ENST00000652641,ENSP00000498505
ENST00000562877,ENSP00000457854
ENST00000455480,ENSP00000389813
ENST00000344111,ENSP00000342015
ENST00000535011,ENSP00000442110
ENST00000380986,ENSP00000370373
ENST00000429635,ENSP00000406020
ENST00000448521,ENSP00000411701
ENST00000525361,ENSP00000435424
ENST00000409429,ENSP00000387016
ENST00000158009,ENSP00000158009
ENST00000397128,ENSP00000380317
ENST00000452463,ENSP00000410314
ENST00000262177,ENSP00000262177
ENST00000269392,ENSP00000269392
ENST00000283122,ENSP00000283122
ENST00000621158,ENSP00000481956
ENST00000523522,ENSP00000430987
ENST00000497062,ENSP00000417105
ENST00000239882,ENSP00000239882
ENST00000395145,ENSP00000378577
ENST00000379999,ENSP00000369335
ENST00000327201,ENSP00000317095
ENST00000429964,ENSP00000399082
ENST00000376321,ENSP00000365499
ENST00000331808,ENSP00000330509
ENST00000229595,ENSP00000229595
ENST00000375949,ENSP00000365116
ENST00000429690,ENSP00000410722
ENST00000311083,ENSP00000310901
ENST00000646725,ENSP00000496021
ENST00000321149,ENSP00000323275
ENST00000396028,ENSP00000379345
ENST00000285697,ENSP00000285697
ENST00000370050,ENSP00000359067
ENST00000432561,ENSP00000392395
ENST00000373502,ENSP00000362601
ENST00000262726,ENSP00000262726
ENST00000376309,ENSP00000365486
ENST00000210060,ENSP00000210060
ENST00000302938,ENSP00000305596
ENST00000338183,ENSP00000342433
ENST00000429029,ENSP00000397556
ENST00000477127,ENSP00000418449
ENST00000269445,ENSP00000269445
ENST00000436908,ENSP00000388608
ENST00000464910,ENSP00000464257
ENST00000616880,ENSP00000480147
ENST00000374752,ENSP00000363884
ENST00000310193,ENSP00000310721
ENST00000351660,ENSP00000221303
ENST00000382062,ENSP00000371494
ENST00000370939,ENSP00000359977
ENST00000360066,ENSP00000353176
ENST00000330828,ENSP00000331691
ENST00000295743,ENSP00000295743
ENST00000209728,ENSP00000209728
ENST00000416516,ENSP00000394484
ENST00000361682,ENSP00000354511
ENST00000550776,ENSP00000448091
ENST00000346446,ENSP00000328259
ENST00000348518,ENSP00000299561
ENST00000405148,ENSP00000385098
ENST00000381396,ENSP00000370803
ENST00000249364,ENSP00000249364
ENST00000375766,ENSP00000364921
ENST00000671714,ENSP00000500331
ENST00000404205,ENSP00000385827
ENST00000376088,ENSP00000365256
ENST00000199320,ENSP00000199320
ENST00000368046,ENSP00000357025
ENST00000259199,ENSP00000259199
ENST00000394915,ENSP00000378373
ENST00000450824,ENSP00000393583
ENST00000316738,ENSP00000326267
ENST00000635795,ENSP00000489635
ENST00000303714,ENSP00000301945
ENST00000436863,ENSP00000410076
ENST00000566423,ENSP00000455625
ENST00000407418,ENSP00000384490
ENST00000643297,ENSP00000494677
ENST00000236051,ENSP00000236051
ENST00000640973,ENSP00000492623
ENST00000397421,ENSP00000380566
ENST00000439375,ENSP00000392061
ENST00000515683,ENSP00000426083
ENST00000374491,ENSP00000363615
ENST00000394171,ENSP00000377726
ENST00000273990,ENSP00000354830
ENST00000393261,ENSP00000376945
ENST00000455140,ENSP00000393313
ENST00000369095,ENSP00000358091
ENST00000504326,ENSP00000421155
ENST00000296721,ENSP00000296721
ENST00000400127,ENSP00000382992
ENST00000309585,ENSP00000309168
ENST00000374690,ENSP00000363822
ENST00000409457,ENSP00000387174
ENST00000280979,ENSP00000280979
ENST00000310532,ENSP00000310539
ENST00000369250,ENSP00000358253
ENST00000381683,ENSP00000371099
ENST00000374900,ENSP00000364035
ENST00000375272,ENSP00000364421
ENST00000392509,ENSP00000376297
ENST00000399422,ENSP00000382349
ENST00000072869,ENSP00000072869
ENST00000368682,ENSP00000357671
ENST00000673598,ENSP00000499991
ENST00000286544,ENSP00000286544
ENST00000234301,ENSP00000234301
ENST00000339841,ENSP00000340660
ENST00000673466,ENSP00000500582
ENST00000361902,ENSP00000354581
ENST00000626058,ENSP00000486422
ENST00000535358,ENSP00000440524
ENST00000509167,ENSP00000423190
ENST00000645424,ENSP00000494897
ENST00000602022,ENSP00000471981
ENST00000398960,ENSP00000381932
ENST00000377453,ENSP00000366673
ENST00000379550,ENSP00000368868
ENST00000262346,ENSP00000262346
ENST00000402314,ENSP00000385943
ENST00000613677,ENSP00000483689
ENST00000383578,ENSP00000373072
ENST00000393888,ENSP00000377466
ENST00000369808,ENSP00000358823
ENST00000250457,ENSP00000250457
ENST00000261944,ENSP00000261944
ENST00000374004,ENSP00000363116
ENST00000360221,ENSP00000353355
ENST00000487848,ENSP00000417074
ENST00000399500,ENSP00000382422
ENST00000337343,ENSP00000337572
ENST00000518698,ENSP00000427820
ENST00000375998,ENSP00000365166
ENST00000263073,ENSP00000263073
ENST00000463596,ENSP00000419846
ENST00000450229,ENSP00000400838
ENST00000392563,ENSP00000376346
ENST00000450075,ENSP00000392305
ENST00000383661,ENSP00000373157
ENST00000308062,ENSP00000312299
ENST00000383373,ENSP00000372864
ENST00000488633,ENSP00000418287
ENST00000522835,ENSP00000429160
ENST00000231656,ENSP00000231656
ENST00000395125,ENSP00000378557
ENST00000628426,ENSP00000485905
ENST00000604641,ENSP00000474529
ENST00000265689,ENSP00000265689
ENST00000357872,ENSP00000350541
ENST00000312316,ENSP00000312517
ENST00000606080,ENSP00000476145
ENST00000425130,ENSP00000396095
ENST00000296161,ENSP00000296161
ENST00000316292,ENSP00000339063
ENST00000416496,ENSP00000393639
ENST00000262958,ENSP00000262958
ENST00000337664,ENSP00000336808
ENST00000312637,ENSP00000307954
ENST00000372050,ENSP00000361120
ENST00000612580,ENSP00000478042
ENST00000374355,ENSP00000363475
ENST00000283290,ENSP00000283290
ENST00000180166,ENSP00000180166
ENST00000344839,ENSP00000341762
ENST00000532971,ENSP00000431287
ENST00000325233,ENSP00000319532
ENST00000356504,ENSP00000348897
ENST00000366848,ENSP00000355813
ENST00000587238,ENSP00000467054
ENST00000515275,ENSP00000480045
ENST00000392508,ENSP00000376296
ENST00000452389,ENSP00000403167
ENST00000357806,ENSP00000350457
ENST00000316804,ENSP00000339007
ENST00000514798,ENSP00000423312
ENST00000595329,ENSP00000470361
ENST00000361835,ENSP00000354691
ENST00000350849,ENSP00000310845
ENST00000374135,ENSP00000363250
ENST00000248070,ENSP00000248070
ENST00000317091,ENSP00000317842
ENST00000530681,ENSP00000456533
ENST00000647071,ENSP00000494513
ENST00000454006,ENSP00000389288
ENST00000264424,ENSP00000264424
ENST00000381403,ENSP00000370810
ENST00000374005,ENSP00000363117
ENST00000338785,ENSP00000342690
ENST00000672438,ENSP00000499997
ENST00000284690,ENSP00000284690
ENST00000264039,ENSP00000264039
ENST00000541435,ENSP00000443390
ENST00000216029,ENSP00000216029
ENST00000392562,ENSP00000376345
ENST00000642147,ENSP00000494976
ENST00000273064,ENSP00000273064
ENST00000673248,ENSP00000500601
ENST00000376983,ENSP00000366182
ENST00000272102,ENSP00000272102
ENST00000444490,ENSP00000393971
ENST00000379549,ENSP00000368867
ENST00000303227,ENSP00000302552
ENST00000512944,ENSP00000425587
ENST00000252599,ENSP00000252599
ENST00000368440,ENSP00000357425
ENST00000643624,ENSP00000493627
ENST00000530028,ENSP00000431162
ENST00000569030,ENSP00000454680
ENST00000397066,ENSP00000380256
ENST00000519520,ENSP00000427718
ENST00000263610,ENSP00000263610
ENST00000366612,ENSP00000355571
ENST00000538466,ENSP00000440646
ENST00000542174,ENSP00000440729
ENST00000436040,ENSP00000400806
ENST00000378669,ENSP00000367938
ENST00000392564,ENSP00000376347
ENST00000360541,ENSP00000353741
ENST00000341785,ENSP00000354891
ENST00000369037,ENSP00000358033
ENST00000421926,ENSP00000416957
ENST00000380575,ENSP00000369949
ENST00000201031,ENSP00000201031
ENST00000307137,ENSP00000302517
ENST00000530481,ENSP00000434576
ENST00000287878,ENSP00000287878
ENST00000255448,ENSP00000255448
ENST00000463306,ENSP00000419981
ENST00000281703,ENSP00000281703
ENST00000547815,ENSP00000450348
ENST00000373691,ENSP00000362795
ENST00000394783,ENSP00000378263
ENST00000512055,ENSP00000421705
ENST00000354433,ENSP00000346416
ENST00000435842,ENSP00000398911
ENST00000252034,ENSP00000252034
ENST00000392427,ENSP00000376222
ENST00000273062,ENSP00000273062
ENST00000674225,ENSP00000501441
ENST00000652542,ENSP00000498934
ENST00000286688,ENSP00000286688
ENST00000634982,ENSP00000488997
ENST00000360909,ENSP00000354162
ENST00000468275,ENSP00000420263
ENST00000379370,ENSP00000368678
ENST00000372338,ENSP00000361413
ENST00000504595,ENSP00000423630
ENST00000398510,ENSP00000381522
ENST00000306585,ENSP00000305687
ENST00000350494,ENSP00000316051
ENST00000295898,ENSP00000295898
ENST00000651776,ENSP00000499021
ENST00000443891,ENSP00000392248
ENST00000618072,ENSP00000479982
ENST00000597937,ENSP00000472267
ENST00000381620,ENSP00000371033
ENST00000610745,ENSP00000478561
ENST00000215906,ENSP00000215906
ENST00000520530,ENSP00000430968
ENST00000344129,ENSP00000343893
ENST00000590900,ENSP00000467128
ENST00000380572,ENSP00000369946
ENST00000369947,ENSP00000358963
ENST00000648268,ENSP00000498113
ENST00000382409,ENSP00000371846
ENST00000540651,ENSP00000442980
ENST00000379825,ENSP00000369153
ENST00000538490,ENSP00000443133
ENST00000366523,ENSP00000355480
ENST00000442111,ENSP00000394692
ENST00000327857,ENSP00000328359
ENST00000391834,ENSP00000375710
ENST00000644402,ENSP00000496127
ENST00000396680,ENSP00000379912
ENST00000420874,ENSP00000411035
ENST00000310323,ENSP00000309066
ENST00000392825,ENSP00000376570
ENST00000355477,ENSP00000347660
ENST00000646913,ENSP00000494886
ENST00000597595,ENSP00000472249
ENST00000383372,ENSP00000372863
ENST00000559624,ENSP00000453148
ENST00000346248,ENSP00000333947
ENST00000448903,ENSP00000413234
ENST00000450723,ENSP00000406757
ENST00000348340,ENSP00000345255
ENST00000264376,ENSP00000264376
ENST00000381341,ENSP00000370745
ENST00000635120,ENSP00000489225
ENST00000534520,ENSP00000431362
ENST00000515000,ENSP00000424427
ENST00000360845,ENSP00000354091
ENST00000335017,ENSP00000334805
ENST00000536871,ENSP00000440283
ENST00000246337,ENSP00000246337
ENST00000339336,ENSP00000341013
ENST00000339446,ENSP00000498932
ENST00000315938,ENSP00000320815
ENST00000450716,ENSP00000397635
ENST00000247191,ENSP00000247191
ENST00000400270,ENSP00000383129
ENST00000308344,ENSP00000308870
ENST00000314391,ENSP00000321519
ENST00000372159,ENSP00000361232
ENST00000528282,ENSP00000434308
ENST00000264028,ENSP00000264028
ENST00000398245,ENSP00000381297
ENST00000246041,ENSP00000246041
ENST00000290363,ENSP00000290363
ENST00000265857,ENSP00000265857
ENST00000400952,ENSP00000383737
ENST00000621208,ENSP00000484839
ENST00000525795,ENSP00000433388
ENST00000394196,ENSP00000377747
ENST00000353656,ENSP00000487294
ENST00000621586,ENSP00000479081
ENST00000405362,ENSP00000385771
ENST00000504750,ENSP00000424015
ENST00000308385,ENSP00000307835
ENST00000326665,ENSP00000322609
ENST00000358196,ENSP00000350928
ENST00000476632,ENSP00000419493
ENST00000380576,ENSP00000369950
ENST00000258711,ENSP00000258711
ENST00000322066,ENSP00000312702
ENST00000445890,ENSP00000402041
ENST00000469083,ENSP00000417418
ENST00000232508,ENSP00000232508
ENST00000507527,ENSP00000427661
ENST00000445105,ENSP00000393686
ENST00000522656,ENSP00000430464
ENST00000229471,ENSP00000229471
ENST00000412036,ENSP00000390475
ENST00000491942,ENSP00000418130
ENST00000615891,ENSP00000481750
ENST00000370479,ENSP00000359510
ENST00000600132,ENSP00000471252
ENST00000316615,ENSP00000317360
ENST00000313708,ENSP00000322898
ENST00000381405,ENSP00000370812
ENST00000299295,ENSP00000299295
ENST00000627282,ENSP00000486540
ENST00000401528,ENSP00000385300
ENST00000361006,ENSP00000354282
ENST00000615680,ENSP00000484452
ENST00000399075,ENSP00000382026
ENST00000285106,ENSP00000285106
ENST00000368099,ENSP00000357079
ENST00000398090,ENSP00000381164
ENST00000257497,ENSP00000257497
ENST00000360039,ENSP00000353142
ENST00000612958,ENSP00000483811
ENST00000372586,ENSP00000361667
ENST00000264572,ENSP00000264572
ENST00000537778,ENSP00000443118
ENST00000674498,ENSP00000501411
ENST00000360028,ENSP00000353128
ENST00000314265,ENSP00000320813
ENST00000646548,ENSP00000495908
ENST00000410059,ENSP00000386565
ENST00000458385,ENSP00000409964
ENST00000340537,ENSP00000342610
ENST00000379274,ENSP00000368576
ENST00000292852,ENSP00000292852
ENST00000326771,ENSP00000326022
ENST00000316052,ENSP00000315476
ENST00000366522,ENSP00000355479
ENST00000650450,ENSP00000498042
ENST00000368190,ENSP00000357173
ENST00000404938,ENSP00000384881
ENST00000620448,ENSP00000478207
ENST00000593184,ENSP00000467266
ENST00000379817,ENSP00000369145
ENST00000470360,ENSP00000419873
ENST00000525791,ENSP00000432018
ENST00000542068,ENSP00000443687
ENST00000252603,ENSP00000252603
ENST00000368667,ENSP00000357656
ENST00000435822,ENSP00000405985
ENST00000377848,ENSP00000367079
ENST00000444152,ENSP00000409420
ENST00000242577,ENSP00000242577
ENST00000567107,ENSP00000454407
ENST00000405846,ENSP00000384932
ENST00000285311,ENSP00000285311
ENST00000343894,ENSP00000345585
ENST00000313164,ENSP00000322061
ENST00000235180,ENSP00000235180
ENST00000336219,ENSP00000337226
ENST00000257359,ENSP00000257359
ENST00000401756,ENSP00000385741
ENST00000644173,ENSP00000496323
ENST00000433800,ENSP00000407674
ENST00000263791,ENSP00000263791
ENST00000534978,ENSP00000442692
ENST00000542398,ENSP00000441393
ENST00000452780,ENSP00000390439
ENST00000341686,ENSP00000340296
ENST00000381436,ENSP00000370844
ENST00000430092,ENSP00000414402
ENST00000315717,ENSP00000327137
ENST00000528542,ENSP00000432334
ENST00000405322,ENSP00000384513
ENST00000332826,ENSP00000332788
ENST00000432095,ENSP00000410056
ENST00000614798,ENSP00000478492
ENST00000380586,ENSP00000369960
ENST00000478244,ENSP00000417706
ENST00000271234,ENSP00000271234
ENST00000602402,ENSP00000473631
ENST00000319283,ENSP00000313869
ENST00000502818,ENSP00000421646
ENST00000443120,ENSP00000398321
ENST00000300692,ENSP00000300692
ENST00000462901,ENSP00000418769
ENST00000309879,ENSP00000308685
ENST00000557000,ENSP00000451445
ENST00000406297,ENSP00000385181
ENST00000429747,ENSP00000411904
ENST00000263826,ENSP00000263826
ENST00000396043,ENSP00000379358
ENST00000510062,ENSP00000478306
ENST00000460940,ENSP00000418311
ENST00000419198,ENSP00000403210
ENST00000322067,ENSP00000318852
ENST00000315033,ENSP00000314223
ENST00000392217,ENSP00000376051
ENST00000354665,ENSP00000346692
ENST00000616398,ENSP00000481976
ENST00000407471,ENSP00000386076
ENST00000326842,ENSP00000315098
ENST00000520240,ENSP00000429320
ENST00000361965,ENSP00000355255
ENST00000407192,ENSP00000385646
ENST00000370366,ENSP00000359391
ENST00000370151,ENSP00000359170
ENST00000539044,ENSP00000445064
ENST00000454002,ENSP00000413684
ENST00000338728,ENSP00000342422
ENST00000376854,ENSP00000366050
ENST00000441390,ENSP00000411992
ENST00000420999,ENSP00000404232
ENST00000260191,ENSP00000260191
ENST00000485479,ENSP00000418144
ENST00000453712,ENSP00000407157
ENST00000267594,ENSP00000267594
ENST00000371194,ENSP00000431184
ENST00000346569,ENSP00000271630
ENST00000601435,ENSP00000472077
ENST00000596251,ENSP00000471512
ENST00000255409,ENSP00000255409
ENST00000335154,ENSP00000335655
ENST00000644942,ENSP00000494544
ENST00000307518,ENSP00000306163
ENST00000590686,ENSP00000465667
ENST00000672360,ENSP00000500536
ENST00000309615,ENSP00000311547
ENST00000617224,ENSP00000485370
ENST00000505868,ENSP00000423307
ENST00000415986,ENSP00000393691
ENST00000375530,ENSP00000364680
ENST00000014935,ENSP00000014935
ENST00000368189,ENSP00000357172
ENST00000260506,ENSP00000260506
ENST00000429506,ENSP00000406110
ENST00000261486,ENSP00000261486
ENST00000393160,ENSP00000376867
ENST00000342695,ENSP00000339182
ENST00000414696,ENSP00000436754
ENST00000356613,ENSP00000349022
ENST00000373295,ENSP00000362392
ENST00000331200,ENSP00000370376
ENST00000504451,ENSP00000422452
ENST00000376841,ENSP00000366037
ENST00000564831,ENSP00000457539
ENST00000518068,ENSP00000429286
ENST00000273668,ENSP00000273668
ENST00000403000,ENSP00000385962
ENST00000648817,ENSP00000497410
ENST00000339758,ENSP00000343575
ENST00000674496,ENSP00000501473
ENST00000304411,ENSP00000303149
ENST00000629452,ENSP00000485877
ENST00000355105,ENSP00000347224
ENST00000650821,ENSP00000498246
ENST00000247161,ENSP00000247161
ENST00000619305,ENSP00000479686
ENST00000380158,ENSP00000369503
ENST00000418337,ENSP00000387386
ENST00000541640,ENSP00000441369
ENST00000331393,ENSP00000329687
ENST00000409399,ENSP00000386621
ENST00000268171,ENSP00000268171
ENST00000445597,ENSP00000409472
ENST00000001008,ENSP00000001008
ENST00000294484,ENSP00000294484
ENST00000647425,ENSP00000496748
ENST00000361143,ENSP00000354841
ENST00000621654,ENSP00000484710
ENST00000569430,ENSP00000454229
ENST00000328300,ENSP00000331902
ENST00000420336,ENSP00000396119
ENST00000620528,ENSP00000480313
ENST00000263062,ENSP00000263062
ENST00000634245,ENSP00000489530
ENST00000494649,ENSP00000417634
ENST00000481272,ENSP00000417492
ENST00000535979,ENSP00000442565
ENST00000008391,ENSP00000008391
ENST00000539560,ENSP00000443555
ENST00000394048,ENSP00000377612
ENST00000373091,ENSP00000362183
ENST00000393147,ENSP00000376855
ENST00000450448,ENSP00000409256
ENST00000296812,ENSP00000296812
ENST00000418931,ENSP00000408146
ENST00000396947,ENSP00000380151
ENST00000618099,ENSP00000483552
ENST00000320399,ENSP00000313565
ENST00000651975,ENSP00000498441
ENST00000503392,ENSP00000421384
ENST00000361600,ENSP00000355146
ENST00000324344,ENSP00000319482
ENST00000398392,ENSP00000381429
ENST00000514090,ENSP00000421300
ENST00000353437,ENSP00000274546
ENST00000333026,ENSP00000328036
ENST00000457422,ENSP00000400845
ENST00000555694,ENSP00000451581
ENST00000303221,ENSP00000302289
ENST00000199764,ENSP00000199764
ENST00000379454,ENSP00000368767
ENST00000645766,ENSP00000495315
ENST00000544404,ENSP00000444398
ENST00000290795,ENSP00000290795
ENST00000241125,ENSP00000241125
ENST00000388718,ENSP00000373370
ENST00000510662,ENSP00000425184
ENST00000372047,ENSP00000361117
ENST00000373582,ENSP00000362684
ENST00000455880,ENSP00000411593
ENST00000331523,ENSP00000330054
ENST00000453270,ENSP00000389853
ENST00000309534,ENSP00000381428
ENST00000495880,ENSP00000417183
ENST00000244049,ENSP00000244049
ENST00000625689,ENSP00000486612
ENST00000642851,ENSP00000496545
ENST00000308987,ENSP00000311083
ENST00000614273,ENSP00000483678
ENST00000651764,ENSP00000498796
ENST00000355312,ENSP00000347464
ENST00000557719,ENSP00000451802
ENST00000479656,ENSP00000420071
ENST00000319778,ENSP00000318559
ENST00000344175,ENSP00000341698
ENST00000408900,ENSP00000386223
ENST00000296412,ENSP00000296412
ENST00000336470,ENSP00000338573
ENST00000539041,ENSP00000442152
ENST00000394688,ENSP00000378180
ENST00000417339,ENSP00000489547
ENST00000360631,ENSP00000353846
ENST00000369248,ENSP00000358251
ENST00000648843,ENSP00000496918
ENST00000316731,ENSP00000314544
ENST00000356457,ENSP00000348841
ENST00000395008,ENSP00000378455
ENST00000526991,ENSP00000432279
ENST00000273130,ENSP00000273130
ENST00000577390,ENSP00000462701
ENST00000404664,ENSP00000384121
ENST00000367425,ENSP00000356395
ENST00000442487,ENSP00000411754
ENST00000216799,ENSP00000216799
ENST00000613395,ENSP00000479922
ENST00000376131,ENSP00000365301
ENST00000651378,ENSP00000499103
ENST00000503520,ENSP00000420842
ENST00000358897,ENSP00000351770
ENST00000394235,ENSP00000377782
ENST00000295133,ENSP00000295133
ENST00000646772,ENSP00000495623
ENST00000505764,ENSP00000426319
ENST00000453597,ENSP00000404079
ENST00000574749,ENSP00000460960
ENST00000379917,ENSP00000369249
ENST00000253457,ENSP00000253457
ENST00000361582,ENSP00000355028
ENST00000587228,ENSP00000468719
ENST00000421109,ENSP00000401674
ENST00000636147,ENSP00000490105
ENST00000435200,ENSP00000391730
ENST00000343958,ENSP00000344446
ENST00000337304,ENSP00000336790
ENST00000258106,ENSP00000258106
ENST00000519096,ENSP00000431073
ENST00000673416,ENSP00000500738
ENST00000229243,ENSP00000229243
ENST00000411594,ENSP00000394330
ENST00000373093,ENSP00000362185
ENST00000393892,ENSP00000377470
ENST00000237612,ENSP00000237612
ENST00000383126,ENSP00000372607
ENST00000396825,ENSP00000380037
